total_points,hp,attack,defense,sp_attack,sp_defense,speed,status_Mythical,status_Normal,status_Sub Legendary,growth_rate_Fast,growth_rate_Fluctuating,growth_rate_Medium Fast,growth_rate_Medium Slow,growth_rate_Slow
310.0,50.0,71.0,40.0,40.0,40.0,69.0,0,1,0,0,0,0,1,0
420.0,65.0,86.0,60.0,55.0,60.0,94.0,0,1,0,0,0,0,1,0
530.0,80.0,116.0,75.0,65.0,75.0,119.0,0,1,0,0,0,0,1,0
310.0,50.0,40.0,40.0,70.0,40.0,70.0,0,1,0,0,0,0,1,0
420.0,65.0,60.0,55.0,95.0,55.0,90.0,0,1,0,0,0,0,1,0
530.0,70.0,85.0,65.0,125.0,65.0,120.0,0,1,0,0,0,0,1,0
275.0,70.0,55.0,55.0,35.0,35.0,25.0,0,1,0,0,0,1,0,0
460.0,120.0,95.0,95.0,55.0,75.0,20.0,0,1,0,0,0,1,0,0
245.0,38.0,47.0,35.0,33.0,35.0,57.0,0,1,0,0,0,0,1,0
365.0,68.0,67.0,55.0,43.0,55.0,77.0,0,1,0,0,0,0,1,0
495.0,98.0,87.0,105.0,53.0,85.0,67.0,0,1,0,0,0,0,1,0
180.0,25.0,20.0,20.0,25.0,45.0,45.0,0,1,0,0,0,1,0,0
335.0,50.0,35.0,80.0,50.0,90.0,30.0,0,1,0,0,0,1,0,0
505.0,60.0,45.0,110.0,80.0,120.0,90.0,0,1,0,0,0,1,0,0
245.0,40.0,28.0,28.0,47.0,52.0,50.0,0,1,0,1,0,0,0,0
455.0,70.0,58.0,58.0,87.0,92.0,90.0,0,1,0,1,0,0,0,0
250.0,40.0,40.0,60.0,40.0,60.0,10.0,0,1,0,0,0,1,0,0
460.0,60.0,50.0,90.0,80.0,120.0,60.0,0,1,0,0,0,1,0,0
270.0,42.0,40.0,55.0,40.0,45.0,48.0,0,1,0,0,0,1,0,0
490.0,72.0,80.0,100.0,60.0,90.0,88.0,0,1,0,0,0,1,0,0
284.0,50.0,64.0,50.0,38.0,38.0,44.0,0,1,0,0,0,1,0,0
485.0,90.0,115.0,90.0,48.0,68.0,74.0,0,1,0,0,0,1,0,0
270.0,59.0,45.0,50.0,40.0,50.0,26.0,0,1,0,1,0,0,0,0
490.0,69.0,90.0,60.0,90.0,60.0,121.0,0,1,0,1,0,0,0,0
240.0,30.0,40.0,50.0,40.0,50.0,30.0,0,1,0,0,0,0,1,0
410.0,80.0,60.0,90.0,60.0,70.0,50.0,0,1,0,0,0,0,1,0
510.0,110.0,80.0,120.0,80.0,90.0,30.0,0,1,0,0,0,0,1,0
260.0,40.0,40.0,80.0,40.0,40.0,20.0,0,1,0,0,0,0,0,0
485.0,70.0,110.0,80.0,95.0,60.0,70.0,0,1,0,0,0,0,0,0
485.0,110.0,85.0,80.0,100.0,80.0,30.0,0,1,0,0,0,0,0,0
315.0,52.0,57.0,75.0,35.0,50.0,46.0,0,1,0,0,0,1,0,0
510.0,72.0,107.0,125.0,65.0,70.0,71.0,0,1,0,0,0,1,0,0
475.0,70.0,85.0,55.0,85.0,95.0,85.0,0,1,0,0,0,1,0,0
280.0,41.0,63.0,40.0,40.0,30.0,66.0,0,1,0,0,0,0,0,1
490.0,61.0,123.0,60.0,60.0,50.0,136.0,0,1,0,0,0,0,0,1
242.0,40.0,38.0,35.0,54.0,35.0,40.0,0,1,0,0,0,0,1,0
502.0,75.0,98.0,70.0,114.0,70.0,75.0,0,1,0,0,0,0,1,0
502.0,75.0,98.0,70.0,114.0,70.0,75.0,0,1,0,0,0,0,1,0
305.0,50.0,65.0,45.0,50.0,50.0,45.0,0,1,0,0,0,1,0,0
525.0,100.0,115.0,65.0,90.0,90.0,65.0,0,1,0,0,0,1,0,0
310.0,50.0,68.0,60.0,50.0,50.0,32.0,0,1,0,0,0,0,1,0
480.0,80.0,118.0,90.0,70.0,80.0,42.0,0,1,0,0,0,0,1,0
308.0,40.0,45.0,45.0,74.0,54.0,50.0,0,1,0,0,0,1,0,0
508.0,60.0,65.0,65.0,134.0,114.0,70.0,0,1,0,0,0,1,0,0
265.0,42.0,30.0,45.0,56.0,53.0,39.0,0,1,0,0,0,0,0,1
370.0,57.0,40.0,65.0,86.0,73.0,49.0,0,1,0,0,0,0,0,1
510.0,57.0,90.0,95.0,136.0,103.0,29.0,0,1,0,0,0,0,0,1
265.0,45.0,45.0,30.0,55.0,40.0,50.0,0,1,0,0,0,1,0,0
370.0,65.0,60.0,45.0,75.0,55.0,70.0,0,1,0,0,0,1,0,0
510.0,95.0,120.0,65.0,95.0,75.0,60.0,0,1,0,0,0,1,0,0
520.0,93.0,90.0,101.0,60.0,81.0,95.0,0,1,0,0,0,1,0,0
440.0,70.0,110.0,100.0,50.0,60.0,50.0,0,1,0,0,0,1,0,0
510.0,60.0,95.0,50.0,145.0,130.0,30.0,0,1,0,1,0,0,0,0
507.0,62.0,135.0,95.0,68.0,82.0,65.0,0,1,0,0,0,1,0,0
520.0,80.0,85.0,75.0,110.0,100.0,70.0,0,1,0,0,0,1,0,0
483.0,58.0,95.0,145.0,50.0,105.0,30.0,0,1,0,0,0,1,0,0
270.0,45.0,40.0,40.0,50.0,61.0,34.0,0,1,0,0,0,1,0,0
495.0,65.0,60.0,75.0,110.0,121.0,64.0,0,1,0,0,0,1,0,0
470.0,65.0,100.0,100.0,70.0,60.0,75.0,0,1,0,0,0,1,0,0
435.0,48.0,101.0,95.0,91.0,85.0,15.0,0,1,0,0,0,1,0,0
185.0,30.0,25.0,35.0,45.0,30.0,20.0,0,1,0,0,0,1,0,0
475.0,70.0,65.0,60.0,125.0,90.0,65.0,0,1,0,0,0,1,0,0
470.0,100.0,125.0,135.0,20.0,20.0,70.0,0,1,0,0,0,0,0,1
470.0,75.0,80.0,110.0,65.0,90.0,50.0,0,1,0,0,0,0,0,1
470.0,75.0,80.0,70.0,65.0,50.0,130.0,0,1,0,0,0,0,0,1
475.0,60.0,65.0,55.0,105.0,95.0,95.0,0,1,0,1,0,0,0,0
475.0,70.0,55.0,65.0,95.0,105.0,85.0,0,1,0,1,0,0,0,0
436.0,58.0,95.0,58.0,70.0,58.0,97.0,0,1,0,0,0,1,0,0
436.0,58.0,95.0,58.0,70.0,58.0,97.0,0,1,0,0,0,1,0,0
330.0,72.0,80.0,49.0,40.0,49.0,40.0,0,1,0,0,0,1,0,0
500.0,122.0,130.0,69.0,80.0,69.0,30.0,0,1,0,0,0,1,0,0
505.0,90.0,100.0,90.0,80.0,70.0,75.0,0,1,0,0,0,0,0,1
505.0,90.0,100.0,90.0,90.0,80.0,55.0,0,1,0,0,0,0,0,1
505.0,90.0,90.0,100.0,70.0,80.0,75.0,0,1,0,0,0,0,0,1
505.0,90.0,90.0,100.0,80.0,90.0,55.0,0,1,0,0,0,0,0,1
535.0,70.0,95.0,115.0,120.0,50.0,85.0,0,1,0,0,0,1,0,0
270.0,28.0,60.0,30.0,40.0,30.0,82.0,0,1,0,0,0,0,0,1
410.0,68.0,80.0,50.0,60.0,50.0,102.0,0,1,0,0,0,0,0,1
600.0,88.0,120.0,75.0,100.0,75.0,142.0,0,1,0,0,0,0,0,1
720.0,92.0,170.0,115.0,80.0,115.0,148.0,0,0,0,0,0,0,0,1
670.0,92.0,130.0,115.0,80.0,115.0,138.0,0,0,0,0,0,0,0,1
720.0,92.0,130.0,145.0,80.0,145.0,128.0,0,0,0,0,0,0,0,1
670.0,92.0,130.0,115.0,80.0,115.0,138.0,0,0,0,0,0,0,0,1
690.0,140.0,85.0,95.0,145.0,95.0,130.0,0,0,0,0,0,0,0,1
1125.0,255.0,115.0,250.0,125.0,250.0,130.0,0,0,0,0,0,0,0,1
