pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate
409,Rampardos,4,Normal,Head Butt Pokémon,Rock,,1.6,102.5,495.0,97.0,165.0,60.0,65.0,50.0,58.0,45.0,70.0,173.0,Erratic
410,Shieldon,4,Normal,Shield Pokémon,Rock,Steel,0.5,57.0,350.0,30.0,42.0,118.0,42.0,88.0,30.0,45.0,70.0,70.0,Erratic
411,Bastiodon,4,Normal,Shield Pokémon,Rock,Steel,1.3,149.5,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,70.0,173.0,Erratic
412,Burmy,4,Normal,Bagworm Pokémon,Bug,,0.2,3.4,224.0,40.0,29.0,45.0,29.0,45.0,36.0,120.0,70.0,45.0,Medium Fast
413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,Bug,Grass,0.5,6.5,424.0,60.0,59.0,85.0,79.0,105.0,36.0,45.0,70.0,148.0,Medium Fast
413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,Bug,Ground,0.5,6.5,424.0,60.0,79.0,105.0,59.0,85.0,36.0,45.0,70.0,148.0,Medium Fast
413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,Bug,Steel,0.5,6.5,424.0,60.0,69.0,95.0,69.0,95.0,36.0,45.0,70.0,148.0,Medium Fast
414,Mothim,4,Normal,Moth Pokémon,Bug,Flying,0.9,23.3,424.0,70.0,94.0,50.0,94.0,50.0,66.0,45.0,70.0,148.0,Medium Fast
415,Combee,4,Normal,Tiny Bee Pokémon,Bug,Flying,0.3,5.5,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,70.0,49.0,Medium Slow
416,Vespiquen,4,Normal,Beehive Pokémon,Bug,Flying,1.2,38.5,474.0,70.0,80.0,102.0,80.0,102.0,40.0,45.0,70.0,166.0,Medium Slow
417,Pachirisu,4,Normal,EleSquirrel Pokémon,Electric,,0.4,3.9,405.0,60.0,45.0,70.0,45.0,90.0,95.0,200.0,100.0,142.0,Medium Fast
418,Buizel,4,Normal,Sea Weasel Pokémon,Water,,0.7,29.5,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,70.0,66.0,Medium Fast
419,Floatzel,4,Normal,Sea Weasel Pokémon,Water,,1.1,33.5,495.0,85.0,105.0,55.0,85.0,50.0,115.0,75.0,70.0,173.0,Medium Fast
420,Cherubi,4,Normal,Cherry Pokémon,Grass,,0.4,3.3,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,70.0,55.0,Medium Fast
421,Cherrim,4,Normal,Blossom Pokémon,Grass,,0.5,9.3,450.0,70.0,60.0,70.0,87.0,78.0,85.0,75.0,70.0,158.0,Medium Fast
422,Shellos,4,Normal,Sea Slug Pokémon,Water,,0.3,6.3,325.0,76.0,48.0,48.0,57.0,62.0,34.0,190.0,70.0,65.0,Medium Fast
423,Gastrodon,4,Normal,Sea Slug Pokémon,Water,Ground,0.9,29.9,475.0,111.0,83.0,68.0,92.0,82.0,39.0,75.0,70.0,166.0,Medium Fast
424,Ambipom,4,Normal,Long Tail Pokémon,Normal,,1.2,20.3,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,100.0,169.0,Fast
425,Drifloon,4,Normal,Balloon Pokémon,Ghost,Flying,0.4,1.2,348.0,90.0,50.0,34.0,60.0,44.0,70.0,125.0,70.0,70.0,Fluctuating
426,Drifblim,4,Normal,Blimp Pokémon,Ghost,Flying,1.2,15.0,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,70.0,174.0,Fluctuating
427,Buneary,4,Normal,Rabbit Pokémon,Normal,,0.4,5.5,350.0,55.0,66.0,44.0,44.0,56.0,85.0,190.0,0.0,70.0,Medium Fast
428,Lopunny,4,Normal,Rabbit Pokémon,Normal,,1.2,33.3,480.0,65.0,76.0,84.0,54.0,96.0,105.0,60.0,140.0,168.0,Medium Fast
428,Mega Lopunny,4,Normal,Rabbit Pokémon,Normal,Fighting,1.3,28.3,580.0,65.0,136.0,94.0,54.0,96.0,135.0,60.0,140.0,203.0,Medium Fast
429,Mismagius,4,Normal,Magical Pokémon,Ghost,,0.9,4.4,495.0,60.0,60.0,60.0,105.0,105.0,105.0,45.0,35.0,173.0,Fast
430,Honchkrow,4,Normal,Big Boss Pokémon,Dark,Flying,0.9,27.3,505.0,100.0,125.0,52.0,105.0,52.0,71.0,30.0,35.0,177.0,Medium Slow
431,Glameow,4,Normal,Catty Pokémon,Normal,,0.5,3.9,310.0,49.0,55.0,42.0,42.0,37.0,85.0,190.0,70.0,62.0,Fast
432,Purugly,4,Normal,Tiger Cat Pokémon,Normal,,1.0,43.8,452.0,71.0,82.0,64.0,64.0,59.0,112.0,75.0,70.0,158.0,Fast
433,Chingling,4,Normal,Bell Pokémon,Psychic,,0.2,0.6,285.0,45.0,30.0,50.0,65.0,50.0,45.0,120.0,70.0,57.0,Fast
434,Stunky,4,Normal,Skunk Pokémon,Poison,Dark,0.4,19.2,329.0,63.0,63.0,47.0,41.0,41.0,74.0,225.0,70.0,66.0,Medium Fast
435,Skuntank,4,Normal,Skunk Pokémon,Poison,Dark,1.0,38.0,479.0,103.0,93.0,67.0,71.0,61.0,84.0,60.0,70.0,168.0,Medium Fast
436,Bronzor,4,Normal,Bronze Pokémon,Steel,Psychic,0.5,60.5,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,70.0,60.0,Medium Fast
437,Bronzong,4,Normal,Bronze Bell Pokémon,Steel,Psychic,1.3,187.0,500.0,67.0,89.0,116.0,79.0,116.0,33.0,90.0,70.0,175.0,Medium Fast
438,Bonsly,4,Normal,Bonsai Pokémon,Rock,,0.5,15.0,290.0,50.0,80.0,95.0,10.0,45.0,10.0,255.0,70.0,58.0,Medium Fast
439,Mime Jr.,4,Normal,Mime Pokémon,Psychic,Fairy,0.6,13.0,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,70.0,62.0,Medium Fast
440,Happiny,4,Normal,Playhouse Pokémon,Normal,,0.6,24.4,220.0,100.0,5.0,5.0,15.0,65.0,30.0,130.0,140.0,110.0,Fast
441,Chatot,4,Normal,Music Note Pokémon,Normal,Flying,0.5,1.9,411.0,76.0,65.0,45.0,92.0,42.0,91.0,30.0,35.0,144.0,Medium Slow
442,Spiritomb,4,Normal,Forbidden Pokémon,Ghost,Dark,1.0,108.0,485.0,50.0,92.0,108.0,92.0,108.0,35.0,100.0,70.0,170.0,Medium Fast
443,Gible,4,Normal,Land Shark Pokémon,Dragon,Ground,0.7,20.5,300.0,58.0,70.0,45.0,40.0,45.0,42.0,45.0,70.0,60.0,Slow
444,Gabite,4,Normal,Cave Pokémon,Dragon,Ground,1.4,56.0,410.0,68.0,90.0,65.0,50.0,55.0,82.0,45.0,70.0,144.0,Slow
445,Garchomp,4,Normal,Mach Pokémon,Dragon,Ground,1.9,95.0,600.0,108.0,130.0,95.0,80.0,85.0,102.0,45.0,70.0,270.0,Slow
445,Mega Garchomp,4,Normal,Mach Pokémon,Dragon,Ground,1.9,95.0,700.0,108.0,170.0,115.0,120.0,95.0,92.0,45.0,70.0,315.0,Slow
446,Munchlax,4,Normal,Big Eater Pokémon,Normal,,0.6,105.0,390.0,135.0,85.0,40.0,40.0,85.0,5.0,50.0,70.0,78.0,Slow
447,Riolu,4,Normal,Emanation Pokémon,Fighting,,0.7,20.2,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,70.0,57.0,Medium Slow
448,Lucario,4,Normal,Aura Pokémon,Fighting,Steel,1.2,54.0,525.0,70.0,110.0,70.0,115.0,70.0,90.0,45.0,70.0,184.0,Medium Slow
448,Mega Lucario,4,Normal,Aura Pokémon,Fighting,Steel,1.3,57.5,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,70.0,219.0,Medium Slow
449,Hippopotas,4,Normal,Hippo Pokémon,Ground,,0.8,49.5,330.0,68.0,72.0,78.0,38.0,42.0,32.0,140.0,70.0,66.0,Slow
450,Hippowdon,4,Normal,Heavyweight Pokémon,Ground,,2.0,300.0,525.0,108.0,112.0,118.0,68.0,72.0,47.0,60.0,70.0,184.0,Slow
451,Skorupi,4,Normal,Scorpion Pokémon,Poison,Bug,0.8,12.0,330.0,40.0,50.0,90.0,30.0,55.0,65.0,120.0,70.0,66.0,Slow
452,Drapion,4,Normal,Ogre Scorp Pokémon,Poison,Dark,1.3,61.5,500.0,70.0,90.0,110.0,60.0,75.0,95.0,45.0,70.0,175.0,Slow
453,Croagunk,4,Normal,Toxic Mouth Pokémon,Poison,Fighting,0.7,23.0,300.0,48.0,61.0,40.0,61.0,40.0,50.0,140.0,100.0,60.0,Medium Fast
454,Toxicroak,4,Normal,Toxic Mouth Pokémon,Poison,Fighting,1.3,44.4,490.0,83.0,106.0,65.0,86.0,65.0,85.0,75.0,70.0,172.0,Medium Fast
455,Carnivine,4,Normal,Bug Catcher Pokémon,Grass,,1.4,27.0,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,70.0,159.0,Slow
456,Finneon,4,Normal,Wing Fish Pokémon,Water,,0.4,7.0,330.0,49.0,49.0,56.0,49.0,61.0,66.0,190.0,70.0,66.0,Erratic
457,Lumineon,4,Normal,Neon Pokémon,Water,,1.2,24.0,460.0,69.0,69.0,76.0,69.0,86.0,91.0,75.0,70.0,161.0,Erratic
458,Mantyke,4,Normal,Kite Pokémon,Water,Flying,1.0,65.0,345.0,45.0,20.0,50.0,60.0,120.0,50.0,25.0,70.0,69.0,Slow
459,Snover,4,Normal,Frost Tree Pokémon,Grass,Ice,1.0,50.5,334.0,60.0,62.0,50.0,62.0,60.0,40.0,120.0,70.0,67.0,Slow
460,Abomasnow,4,Normal,Frost Tree Pokémon,Grass,Ice,2.2,135.5,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,70.0,173.0,Slow
460,Mega Abomasnow,4,Normal,Frost Tree Pokémon,Grass,Ice,2.7,185.0,594.0,90.0,132.0,105.0,132.0,105.0,30.0,60.0,70.0,208.0,Slow
461,Weavile,4,Normal,Sharp Claw Pokémon,Dark,Ice,1.1,34.0,510.0,70.0,120.0,65.0,45.0,85.0,125.0,45.0,35.0,179.0,Medium Slow
462,Magnezone,4,Normal,Magnet Area Pokémon,Electric,Steel,1.2,180.0,535.0,70.0,70.0,115.0,130.0,90.0,60.0,30.0,70.0,241.0,Medium Fast
463,Lickilicky,4,Normal,Licking Pokémon,Normal,,1.7,140.0,515.0,110.0,85.0,95.0,80.0,95.0,50.0,30.0,70.0,180.0,Medium Fast
464,Rhyperior,4,Normal,Drill Pokémon,Ground,Rock,2.4,282.8,535.0,115.0,140.0,130.0,55.0,55.0,40.0,30.0,70.0,241.0,Slow
465,Tangrowth,4,Normal,Vine Pokémon,Grass,,2.0,128.6,535.0,100.0,100.0,125.0,110.0,50.0,50.0,30.0,70.0,187.0,Medium Fast
466,Electivire,4,Normal,Thunderbolt Pokémon,Electric,,1.8,138.6,540.0,75.0,123.0,67.0,95.0,85.0,95.0,30.0,70.0,243.0,Medium Fast
467,Magmortar,4,Normal,Blast Pokémon,Fire,,1.6,68.0,540.0,75.0,95.0,67.0,125.0,95.0,83.0,30.0,70.0,243.0,Medium Fast
468,Togekiss,4,Normal,Jubilee Pokémon,Fairy,Flying,1.5,38.0,545.0,85.0,50.0,95.0,120.0,115.0,80.0,30.0,70.0,245.0,Fast
469,Yanmega,4,Normal,Ogre Darner Pokémon,Bug,Flying,1.9,51.5,515.0,86.0,76.0,86.0,116.0,56.0,95.0,30.0,70.0,180.0,Medium Fast
470,Leafeon,4,Normal,Verdant Pokémon,Grass,,1.0,25.5,525.0,65.0,110.0,130.0,60.0,65.0,95.0,45.0,35.0,184.0,Medium Fast
471,Glaceon,4,Normal,Fresh Snow Pokémon,Ice,,0.8,25.9,525.0,65.0,60.0,110.0,130.0,95.0,65.0,45.0,35.0,184.0,Medium Fast
472,Gliscor,4,Normal,Fang Scorp Pokémon,Ground,Flying,2.0,42.5,510.0,75.0,95.0,125.0,45.0,75.0,95.0,30.0,70.0,179.0,Medium Slow
473,Mamoswine,4,Normal,Twin Tusk Pokémon,Ice,Ground,2.5,291.0,530.0,110.0,130.0,80.0,70.0,60.0,80.0,50.0,70.0,239.0,Slow
474,Porygon-Z,4,Normal,Virtual Pokémon,Normal,,0.9,34.0,535.0,85.0,80.0,70.0,135.0,75.0,90.0,30.0,70.0,241.0,Medium Fast
475,Gallade,4,Normal,Blade Pokémon,Psychic,Fighting,1.6,52.0,518.0,68.0,125.0,65.0,65.0,115.0,80.0,45.0,35.0,233.0,Slow
475,Mega Gallade,4,Normal,Blade Pokémon,Psychic,Fighting,1.6,56.4,618.0,68.0,165.0,95.0,65.0,115.0,110.0,45.0,35.0,278.0,Slow
476,Probopass,4,Normal,Compass Pokémon,Rock,Steel,1.4,340.0,525.0,60.0,55.0,145.0,75.0,150.0,40.0,60.0,70.0,184.0,Medium Fast
477,Dusknoir,4,Normal,Gripper Pokémon,Ghost,,2.2,106.6,525.0,45.0,100.0,135.0,65.0,135.0,45.0,45.0,35.0,236.0,Fast
478,Froslass,4,Normal,Snow Land Pokémon,Ice,Ghost,1.3,26.6,480.0,70.0,80.0,70.0,80.0,70.0,110.0,75.0,70.0,168.0,Medium Fast
479,Rotom,4,Normal,Plasma Pokémon,Electric,Ghost,0.3,0.3,440.0,50.0,50.0,77.0,95.0,77.0,91.0,45.0,70.0,154.0,Medium Fast
479,Heat Rotom,4,Normal,Plasma Pokémon,Electric,Fire,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,Medium Fast
479,Wash Rotom,4,Normal,Plasma Pokémon,Electric,Water,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,Medium Fast
479,Frost Rotom,4,Normal,Plasma Pokémon,Electric,Ice,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,Medium Fast
479,Fan Rotom,4,Normal,Plasma Pokémon,Electric,Flying,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,Medium Fast
479,Mow Rotom,4,Normal,Plasma Pokémon,Electric,Grass,0.3,0.3,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,Medium Fast
480,Uxie,4,Sub Legendary,Knowledge Pokémon,Psychic,,0.3,0.3,580.0,75.0,75.0,130.0,75.0,130.0,95.0,3.0,140.0,261.0,Slow
481,Mesprit,4,Sub Legendary,Emotion Pokémon,Psychic,,0.3,0.3,580.0,80.0,105.0,105.0,105.0,105.0,80.0,3.0,140.0,261.0,Slow
482,Azelf,4,Sub Legendary,Willpower Pokémon,Psychic,,0.3,0.3,580.0,75.0,125.0,70.0,125.0,70.0,115.0,3.0,140.0,261.0,Slow
483,Dialga,4,Legendary,Temporal Pokémon,Steel,Dragon,5.4,683.0,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,0.0,306.0,Slow
484,Palkia,4,Legendary,Spatial Pokémon,Water,Dragon,4.2,336.0,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,0.0,306.0,Slow
485,Heatran,4,Sub Legendary,Lava Dome Pokémon,Fire,Steel,1.7,430.0,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,100.0,270.0,Slow
486,Regigigas,4,Sub Legendary,Colossal Pokémon,Normal,,3.7,420.0,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,0.0,302.0,Slow
487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,4.5,750.0,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,0.0,306.0,Slow
487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,6.9,650.0,680.0,150.0,120.0,100.0,120.0,100.0,90.0,3.0,0.0,306.0,Slow
488,Cresselia,4,Sub Legendary,Lunar Pokémon,Psychic,,1.5,85.6,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,100.0,270.0,Slow
489,Phione,4,Mythical,Sea Drifter Pokémon,Water,,0.4,3.1,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,70.0,216.0,Slow
490,Manaphy,4,Mythical,Seafaring Pokémon,Water,,0.3,1.4,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,70.0,270.0,Slow
491,Darkrai,4,Mythical,Pitch-Black Pokémon,Dark,,1.5,50.5,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,0.0,270.0,Slow
492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,Grass,,0.2,2.1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,Medium Slow
492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,Grass,Flying,0.4,5.2,600.0,100.0,103.0,75.0,120.0,75.0,127.0,45.0,100.0,270.0,Medium Slow
493,Arceus,4,Mythical,Alpha Pokémon,Normal,,3.2,320.0,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,0.0,324.0,Slow
494,Victini,5,Mythical,Victory Pokémon,Psychic,Fire,0.4,4.0,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,100.0,270.0,Slow
495,Snivy,5,Normal,Grass Snake Pokémon,Grass,,0.6,8.1,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,70.0,62.0,Medium Slow
496,Servine,5,Normal,Grass Snake Pokémon,Grass,,0.8,16.0,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,70.0,145.0,Medium Slow
497,Serperior,5,Normal,Regal Pokémon,Grass,,3.3,63.0,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,70.0,238.0,Medium Slow
498,Tepig,5,Normal,Fire Pig Pokémon,Fire,,0.5,9.9,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,70.0,62.0,Medium Slow
499,Pignite,5,Normal,Fire Pig Pokémon,Fire,Fighting,1.0,55.5,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,70.0,146.0,Medium Slow
500,Emboar,5,Normal,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150.0,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,70.0,238.0,Medium Slow
501,Oshawott,5,Normal,Sea Otter Pokémon,Water,,0.5,5.9,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,70.0,62.0,Medium Slow
502,Dewott,5,Normal,Discipline Pokémon,Water,,0.8,24.5,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,70.0,145.0,Medium Slow
503,Samurott,5,Normal,Formidable Pokémon,Water,,1.5,94.6,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,70.0,238.0,Medium Slow
504,Patrat,5,Normal,Scout Pokémon,Normal,,0.5,11.6,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,70.0,51.0,Medium Fast
505,Watchog,5,Normal,Lookout Pokémon,Normal,,1.1,27.0,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,70.0,147.0,Medium Fast
506,Lillipup,5,Normal,Puppy Pokémon,Normal,,0.4,4.1,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,70.0,55.0,Medium Slow
507,Herdier,5,Normal,Loyal Dog Pokémon,Normal,,0.9,14.7,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,70.0,130.0,Medium Slow
508,Stoutland,5,Normal,Big-Hearted Pokémon,Normal,,1.2,61.0,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,70.0,225.0,Medium Slow
509,Purrloin,5,Normal,Devious Pokémon,Dark,,0.4,10.1,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,70.0,56.0,Medium Fast
510,Liepard,5,Normal,Cruel Pokémon,Dark,,1.1,37.5,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,70.0,156.0,Medium Fast
511,Pansage,5,Normal,Grass Monkey Pokémon,Grass,,0.6,10.5,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast
512,Simisage,5,Normal,Thorn Monkey Pokémon,Grass,,1.1,30.5,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast
513,Pansear,5,Normal,High Temp Pokémon,Fire,,0.6,11.0,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast
514,Simisear,5,Normal,Ember Pokémon,Fire,,1.0,28.0,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast
515,Panpour,5,Normal,Spray Pokémon,Water,,0.6,13.5,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast
516,Simipour,5,Normal,Geyser Pokémon,Water,,1.0,29.0,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast
517,Munna,5,Normal,Dream Eater Pokémon,Psychic,,0.6,23.3,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,70.0,58.0,Fast
518,Musharna,5,Normal,Drowsing Pokémon,Psychic,,1.1,60.5,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,70.0,170.0,Fast
519,Pidove,5,Normal,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,70.0,53.0,Medium Slow
520,Tranquill,5,Normal,Wild Pigeon Pokémon,Normal,Flying,0.6,15.0,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,70.0,125.0,Medium Slow
521,Unfezant,5,Normal,Proud Pokémon,Normal,Flying,1.2,29.0,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,70.0,220.0,Medium Slow
522,Blitzle,5,Normal,Electrified Pokémon,Electric,,0.8,29.8,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,70.0,59.0,Medium Fast
523,Zebstrika,5,Normal,Thunderbolt Pokémon,Electric,,1.6,79.5,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,70.0,174.0,Medium Fast
524,Roggenrola,5,Normal,Mantle Pokémon,Rock,,0.4,18.0,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,70.0,56.0,Medium Slow
525,Boldore,5,Normal,Ore Pokémon,Rock,,0.9,102.0,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,70.0,137.0,Medium Slow
526,Gigalith,5,Normal,Compressed Pokémon,Rock,,1.7,260.0,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,70.0,232.0,Medium Slow
527,Woobat,5,Normal,Bat Pokémon,Psychic,Flying,0.4,2.1,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,70.0,65.0,Medium Fast
528,Swoobat,5,Normal,Courting Pokémon,Psychic,Flying,0.9,10.5,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,70.0,149.0,Medium Fast
529,Drilbur,5,Normal,Mole Pokémon,Ground,,0.3,8.5,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,70.0,66.0,Medium Fast
530,Excadrill,5,Normal,Subterrene Pokémon,Ground,Steel,0.7,40.4,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,70.0,178.0,Medium Fast
531,Audino,5,Normal,Hearing Pokémon,Normal,,1.1,31.0,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,70.0,390.0,Fast
531,Mega Audino,5,Normal,Hearing Pokémon,Normal,Fairy,1.5,32.0,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,70.0,425.0,Fast
532,Timburr,5,Normal,Muscular Pokémon,Fighting,,0.6,12.5,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,70.0,61.0,Medium Slow
533,Gurdurr,5,Normal,Muscular Pokémon,Fighting,,1.2,40.0,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,70.0,142.0,Medium Slow
534,Conkeldurr,5,Normal,Muscular Pokémon,Fighting,,1.4,87.0,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,70.0,227.0,Medium Slow
535,Tympole,5,Normal,Tadpole Pokémon,Water,,0.5,4.5,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,70.0,59.0,Medium Slow
536,Palpitoad,5,Normal,Vibration Pokémon,Water,Ground,0.8,17.0,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,70.0,134.0,Medium Slow
537,Seismitoad,5,Normal,Vibration Pokémon,Water,Ground,1.5,62.0,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,70.0,229.0,Medium Slow
538,Throh,5,Normal,Judo Pokémon,Fighting,,1.3,55.5,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,70.0,163.0,Medium Fast
539,Sawk,5,Normal,Karate Pokémon,Fighting,,1.4,51.0,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,70.0,163.0,Medium Fast
540,Sewaddle,5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,70.0,62.0,Medium Slow
541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,70.0,133.0,Medium Slow
542,Leavanny,5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,70.0,225.0,Medium Slow
543,Venipede,5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,70.0,52.0,Medium Slow
544,Whirlipede,5,Normal,Curlipede Pokémon,Bug,Poison,1.2,58.5,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,70.0,126.0,Medium Slow
545,Scolipede,5,Normal,Megapede Pokémon,Bug,Poison,2.5,200.5,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,70.0,218.0,Medium Slow
546,Cottonee,5,Normal,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,70.0,56.0,Medium Fast
547,Whimsicott,5,Normal,Windveiled Pokémon,Grass,Fairy,0.7,6.6,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,70.0,168.0,Medium Fast
548,Petilil,5,Normal,Bulb Pokémon,Grass,,0.5,6.6,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,70.0,56.0,Medium Fast
549,Lilligant,5,Normal,Flowering Pokémon,Grass,,1.1,16.3,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,70.0,168.0,Medium Fast
550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,Water,,1.0,18.0,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast
550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,Water,,1.0,18.0,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,Medium Fast
551,Sandile,5,Normal,Desert Croc Pokémon,Ground,Dark,0.7,15.2,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,70.0,58.0,Medium Slow
552,Krokorok,5,Normal,Desert Croc Pokémon,Ground,Dark,1.0,33.4,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,70.0,123.0,Medium Slow
553,Krookodile,5,Normal,Intimidation Pokémon,Ground,Dark,1.5,96.3,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,70.0,234.0,Medium Slow
